"id","school_year","district_name","enrollment_grades_k_12","total_susp","iss_b","oss_b","iss_w","oss_w","h","a","m","p","i","b_disp","w_disp","h_disp","a_disp","m_disp","p_disp","i_disp"
"1670",2012,"SHELBY CO. R-IV",754,59,,,59,,,,,,,,1.05163529288043,,,,,
"1671",2012,"ADVANCE R-IV",438,12,,,6,6,,,,,,,1.00684655658478,,,,,
"1672",2012,"PUXICO R-VIII",721,41,,,41,,,,,,,,1.0183299389002,,,,,
"1673",2012,"DEXTER R-XI",2044,64,,,64,,,,,,,,1.03029054193282,,,,,
"1674",2012,"GALENA R-II",504,161,,,153,,,,8,,,,1.05731036827571,,,0.715986181466698,,
"1675",2012,"CRANE R-III",684,138,,,138,,,,,,,,1.01781170483461,,,,,
"1676",2012,"REEDS SPRING R-IV",1964,834,25,,743,66,,,,,,2.67643028434395,1.03879201201044,,,,,
"1677",2012,"GREEN CITY R-I",284,8,,,8,,,,,,,,1.01791530944625,,,,,
"1678",2012,"MILAN C-2",663,130,,,95,,35,,,,,,1.21430580054708,0.697308389616082,,,,
"1679",2012,"TANEYVILLE R-II",202,45,,,45,,,,,,,,1.020199959192,,,,,
"1680",2012,"FORSYTH R-III",1226,390,,,327,51,6,,,,6,,1.02088768614996,0.47192071731949,,,,1.70940170940171
"1681",2012,"BRANSON R-IV",4540,1991,,,1500,241,169,12,12,,57,,1.03950898396087,0.896324908763141,0.291165316387512,0.596744757348663,,2.6026208848911
"1682",2012,"HOLLISTER R-V",1368,726,,7,652,14,45,,8,,,0.366611151263761,1.03973180539593,0.963973111576675,,1.37741046831956,,
"1683",2012,"KIRBYVILLE R-VI",312,56,,,50,,,,6,,,,1.07147143028578,,,1.39327512539476,,
"1684",2012,"HOUSTON R-I",1020,471,,,464,,7,,,,,,1.03589695504341,0.660533144609578,,,,
"1685",2012,"SUMMERSVILLE R-II",393,32,,,32,,,,,,,,1.00250626566416,,,,,
"1686",2012,"LICKING R-VIII",844,175,,,169,6,,,,,,,1.01936799184506,,,,,
"1687",2012,"CABOOL R-IV",758,378,,,342,36,,,,,,,1.03124677735382,,,,,
"1688",2012,"PLATO R-V",621,179,,,179,,,,,,,,1.04547830632514,,,,,
"1689",2012,"NEVADA R-V",2451,728,,,624,96,,,,,8,,1.04348068053491,,,,,1.27779197546639
"1690",2012,"SHELDON R-VIII",163,18,,,18,,,,,,,,1.03820598006645,,,,,
"1691",2012,"WRIGHT CITY R-II OF WARREN CO.",1481,796,32,,648,104,,,12,,,0.567009943936892,1.10081987659107,,,1.49261157271506,,
"1692",2012,"WARREN CO. R-III",2959,1338,31,,917,374,6,,10,,,0.807279052931465,1.06415897727316,0.113526707157859,,0.515437348590279,,
"1693",2012,"KINGSTON K-14",739,217,,,197,20,,,,,,,1.0307153164296,,,,,
"1694",2012,"POTOSI R-III",2334,490,,,424,66,,,,,,,1.05563179562968,,,,,
"1695",2012,"VALLEY R-VI",375,38,,,38,,,,,,,,1.01905635381637,,,,,
"1696",2012,"GREENVILLE R-II",729,360,,,343,17,,,,,,,1.03842159916926,,,,,
"1697",2012,"CLEARWATER R-I",990,426,,,370,56,,,,,,,1.03337811305157,,,,,
"1698",2012,"NIANGUA R-V",237,255,,,255,,,,,,,,1.04405930256839,,,,,
"1699",2012,"FORDLAND R-III",603,32,,,26,6,,,,,,,1.01347927434884,,,,,
"1700",2012,"MARSHFIELD R-I",2935,793,,,611,176,6,,,,,,1.07685958736164,0.241731766374306,,,,
"1701",2012,"SEYMOUR R-II",801,156,,,138,18,,,,,,,1.04701078421108,,,,,
"1702",2012,"WORTH CO. R-III",331,17,,,17,,,,,,,,1.00300902708124,,,,,
"1703",2012,"NORWOOD R-I",427,32,,,6,26,,,,,,,1.03135313531353,,,,,
"1704",2012,"HARTVILLE R-II",736,39,,,39,,,,,,,,1.03082156478714,,,,,
"1705",2012,"MOUNTAIN GROVE R-III",1420,545,,,450,88,7,,,,,,1.02168905330444,0.828647528854691,,,,
"1706",2012,"MANSFIELD R-IV",715,308,,,308,,,,,,,,1.02880658436214,,,,,
"1707",2012,"ST. LOUIS CITY",22516,16743,7732,7769,632,372,207,31,,,,1.15770882276518,0.440274292638395,0.378084884988222,0.0638455185594803,,,
"1708",2012,"CONSTRUCTION CAREERS CENTER",268,1241,915,276,17,,33,,,,,1.01256584866196,0.407697325505545,,,,,
"1709",2012,"LIFT FOR LIFE ACADEMY",575,598,28,570,,,,,,,,1.06484932382068,,,,,,
"1710",2012,"ST. LOUIS CHARTER SCHOOL",957,352,55,221,10,60,6,,,,,2.10212039970753,0.448800804251041,0.17923716661887,,,,
"1711",2012,"CONFLUENCE ACADEMIES",3217,2076,810,1266,,,,,,,,1.13636363636364,,,,,,
"1712",2012,"IMAGINE ACAD. ACADEMIC SUCCESS",955,334,27,307,,,,,,,,1.00210441928049,,,,,,
"1713",2012,"IMAGINE ACADEMY ES AND MATH",1290,383,245,138,,,,,,,,1.02218133496882,,,,,,
"1714",2012,"GATEWAY SCIENCE ACAD/ST LOUIS",459,95,22,,66,,7,,,,,3.22084766854549,0.857170687359979,2.25333977144697,,,,
"1715",2013,"KIRKSVILLE R-III",2457,562,,,402,160,,,,,,,1.09301563012351,,,,,
"1716",2013,"ADAIR CO. R-II",210,39,,,39,,,,,,,,1.03444708803145,,,,,
"1717",2013,"NORTH ANDREW CO. R-VI",387,7,,,7,,,,,,,,1.00260677762182,,,,,
"1718",2013,"SAVANNAH R-III",2288,217,,,171,46,,,,,,,1.06860440265014,,,,,
"1719",2013,"COMMUNITY R-VI",255,10,,,10,,,,,,,,1.03241792277514,,,,,
"1720",2013,"VAN-FAR R-I",591,12,,,12,,,,,,,,1.13007119448525,,,,,
"1721",2013,"MEXICO 59",2388,649,107,8,499,25,,,10,,,2.54957821108291,1.00260274908316,,,0.276630529498496,,
"1722",2013,"WHEATON R-III",399,9,,,9,,,,,,,,1.36184120931499,,,,,
"1723",2013,"SOUTHWEST R-V",833,537,,,511,19,,,,,7,,1.06629712429725,,,,,0.517277053589903
"1724",2013,"EXETER R-VI",341,27,,,27,,,,,,,,1.09998900011,,,,,
"1725",2013,"CASSVILLE R-IV",1806,332,,,268,57,7,,,,,,1.08000404087666,0.322884186055093,,,,
"1726",2013,"PURDY R-II",638,7,,,7,,,,,,,,1.43041052782148,,,,,
"1727",2013,"MONETT R-I",2292,133,,,94,,39,,,,,,1.08649795125785,0.953293506849047,,,,
"1728",2013,"LIBERAL R-II",473,89,,,50,39,,,,,,,1.05820105820106,,,,,
"1729",2013,"GOLDEN CITY R-III",230,7,,,7,,,,,,,,1.11111111111111,,,,,
"1730",2013,"LAMAR R-I",1343,207,,,195,12,,,,,,,1.1127183709803,,,,,
"1731",2013,"BALLARD R-II",161,11,,,11,,,,,,,,1.03209825575395,,,,,
"1732",2013,"ADRIAN R-III",715,99,,,99,,,,,,,,1.01419878296146,,,,,
"1733",2013,"RICH HILL R-IV",417,34,,,28,6,,,,,,,1.03476821192053,,,,,
"1734",2013,"BUTLER R-V",1018,15,,,8,7,,,,,,,1.06258633513973,,,,,
"1735",2013,"LINCOLN R-II",525,64,,,64,,,,,,,,1.02743244631665,,,,,
"1736",2013,"WARSAW R-IX",1271,608,6,,574,19,9,,,,,0.545216632742076,1.03472198956972,0.569331983805668,,,,
"1737",2013,"COLE CAMP R-I",750,32,,,32,,,,,,,,1.04166666666667,,,,,
"1738",2013,"WOODLAND R-IV",923,16,,,16,,,,,,,,1.00877635428226,,,,,
"1739",2013,"SOUTHERN BOONE CO. R-I",1505,389,7,6,331,45,,,,,,1.73155560291434,1.02663938063065,,,,,
"1740",2013,"HALLSVILLE R-IV",1388,75,,,75,,,,,,,,1.08695652173913,,,,,
"1741",2013,"STURGEON R-V",453,49,,,49,,,,,,,,1.03896103896104,,,,,
"1742",2013,"CENTRALIA R-VI",1382,165,,,101,64,,,,,,,1.0351966873706,,,,,
"1743",2013,"HARRISBURG R-VIII",553,13,,,13,,,,,,,,1.04144969797959,,,,,
"1744",2013,"COLUMBIA 93",16990,8372,2863,1644,2123,985,265,20,451,,21,2.69710467279518,0.587401041446171,0.563222944470043,0.0471186475817297,0.938502491297522,,0.627090301003345
"1745",2013,"EAST BUCHANAN CO. C-1",748,33,,,33,,,,,,,,1.02743244631665,,,,,
"1746",2013,"MID-BUCHANAN CO. R-V",653,18,,,18,,,,,,,,1.03820598006645,,,,,
"1747",2013,"BUCHANAN CO. R-IV",308,79,,,79,,,,,,,,1.03702167375298,,,,,
"1748",2013,"ST. JOSEPH",11462,4445,508,204,2707,836,111,,79,,,1.73167543246283,1.00551957307847,0.370502648593258,,0.634742085810702,,
"1749",2013,"NEELYVILLE R-IV",611,49,,,49,,,,,,,,1.08143181572402,,,,,
"1750",2013,"POPLAR BLUFF R-I",5079,2206,275,57,1540,298,36,,,,,1.34134260314197,0.986014473705387,0.752033624258933,,,,
"1751",2013,"TWIN RIVERS R-X",961,160,,,108,52,,,,,,,1.00948919846558,,,,,
"1752",2013,"HAMILTON R-II",669,75,,,75,,,,,,,,1.04373238701597,,,,,
"1753",2013,"POLO R-VII",390,17,,,17,,,,,,,,1.01564086938858,,,,,
"1754",2013,"BRAYMER C-4",310,42,,,42,,,,,,,,1.05086170659941,,,,,
"1755",2013,"NORTH CALLAWAY CO. R-I",1086,40,,,40,,,,,,,,1.04123281965848,,,,,
"1756",2013,"NEW BLOOMFIELD R-III",677,320,,,236,78,6,,,,,,1.02362820780305,1.40977443609023,,,,
"1757",2013,"FULTON 58",2182,427,134,,259,17,10,,7,,,3.11326716478941,0.763579472438516,1.10991486952951,,0.942151874882231,,
"1758",2013,"SOUTH CALLAWAY CO. R-II",831,97,,,88,9,,,,,,,1.02092904543134,,,,,
"1759",2013,"STOUTLAND R-II",433,32,,,32,,,,,,,,1.04340567612688,,,,,
"1760",2013,"CAMDENTON R-III",4162,935,6,,809,99,21,,,,,0.543823076225868,1.05168182223566,0.508142376654487,,,,
"1761",2013,"CLIMAX SPRINGS R-IV",233,63,,,63,,,,,,,,1.03092783505155,,,,,
"1762",2013,"MACKS CREEK R-V",344,73,,,73,,,,,,,,1.11321384838027,,,,,
"1763",2013,"JACKSON R-II",4637,562,6,,465,91,,,,,,0.399856051821344,1.07313574510942,,,,,
"1764",2013,"DELTA R-V",307,17,,,17,,,,,,,,1.00654252642174,,,,,
"1765",2013,"OAK RIDGE R-VI",325,9,,,9,,,,,,,,1,,,,,
"1766",2013,"CAPE GIRARDEAU 63",4031,1734,955,194,449,67,22,,47,,,2.08177743570678,0.515732850383501,0.329543582138738,,0.508535827972067,,
"1767",2013,"HALE R-I",140,9,,,9,,,,,,,,1,,,,,
"1768",2013,"CARROLLTON R-VII",861,176,12,,151,13,,,,,,1.50511739915713,0.999161678981537,,,,,
"1769",2013,"NORBORNE R-VIII",212,7,,,7,,,,,,,,1.0443864229765,,,,,
"1770",2013,"EAST CARTER CO. R-II",710,199,7,,170,22,,,,,,5.0251256281407,0.984213119048266,,,,,
"1771",2013,"ARCHIE R-V",560,127,,,127,,,,,,,,1.05263157894737,,,,,
"1772",2013,"RAYMORE-PECULIAR R-II",5975,1304,179,106,649,364,6,,,,,2.08547979206669,0.936742422280895,0.144692672763051,,,,
"1773",2013,"SHERWOOD CASS R-VIII",857,82,,,82,,,,,,,,1.04134124752681,,,,,
"1774",2013,"PLEASANT HILL R-III",2109,89,,,75,14,,,,,,,1.07434464976364,,,,,
"1775",2013,"HARRISONVILLE R-IX",2576,199,,,175,24,,,,,,,1.06621174965348,,,,,
"1776",2013,"BELTON 124",4744,645,33,34,429,107,42,,,,,1.01839185286518,1.10801033591731,0.580876708918532,,,,
"1777",2013,"STOCKTON R-I",1050,269,,,255,14,,,,,,,1.05318588730911,,,,,
"1778",2013,"EL DORADO SPRINGS R-II",1226,485,,,460,25,,,,,,,1.01657009250788,,,,,
"1779",2013,"BRUNSWICK R-II",261,33,,,22,,,,11,,,,0.773305494335537,,,3.4794711203897,,
"1780",2013,"Nixa R-II",5738,840,,,701,85,,,36,,18,,1.05112815739641,,,0.808625336927224,,2.32919254658385
"1781",2013,"SPARTA R-III",746,148,,,148,,,,,,,,1.0418837257762,,,,,
"1782",2013,"BILLINGS R-IV",379,8,,,8,,,,,,,,1.04123281965848,,,,,
"1783",2013,"CLEVER R-V",1097,110,,,110,,,,,,,,1.02616726526424,,,,,
"1784",2013,"OZARK R-VI",5325,547,,,478,60,,,9,,,,1.08751284599282,,,0.600488397229747,,
"1785",2013,"CLARK CO. R-I",970,54,,,7,47,,,,,,,1.01781170483461,,,,,
"1786",2013,"KEARNEY R-I",3589,534,,,414,114,6,,,,,,1.04708677850664,0.480169019494862,,,,
"1787",2013,"SMITHVILLE R-II",2445,30,,,18,12,,,,,,,1.0690613641223,,,,,
"1788",2013,"EXCELSIOR SPRINGS 40",2678,1190,7,,781,368,6,,28,,,0.334224598930481,1.10360751913064,0.11154904439652,,0.463177396943029,,
"1789",2013,"LIBERTY 53",11292,876,89,25,505,206,51,,,,,2.26719488329913,0.966933328111077,1.16905980084722,,,,
"1790",2013,"NORTH KANSAS CITY 74",18928,4153,617,227,1755,783,513,6,238,,14,1.69779935833645,0.949688404540319,0.971109768342049,0.040131631752147,0.948807452683212,,0.495743686350052
"1791",2013,"CAMERON R-I",1731,256,,,249,7,,,,,,,1.06587081645705,,,,,
"1792",2013,"LATHROP R-II",942,94,6,,81,7,,,,,,2.72776868521549,0.999861382853741,,,,,
"1793",2013,"CLINTON CO. R-III",723,75,,,75,,,,,,,,1.17757889778615,,,,,
"1794",2013,"COLE CO. R-I",587,128,,,121,7,,,,,,,1.0353038616834,,,,,
"1795",2013,"BLAIR OAKS R-II",1124,38,,,38,,,,,,,,1.01173613921489,,,,,
"1796",2013,"COLE CO. R-V",666,142,,,127,15,,,,,,,1.02459016393443,,,,,
"1797",2013,"JEFFERSON CITY",8880,1924,801,164,707,161,22,,69,,,2.74826987155754,0.645874661622693,0.227779112241264,,0.708750708750709,,
"1798",2013,"PILOT GROVE C-4",275,7,,,7,,,,,,,,1.03777501037775,,,,,
"1799",2013,"BOONVILLE R-I",1539,398,36,,315,20,27,,,,,1.15964437572478,1.0175393408046,2.98851083611892,,,,
"1800",2013,"CRAWFORD CO. R-I",991,164,,,164,,,,,,,,1.04427736006683,,,,,
"1801",2013,"CRAWFORD CO. R-II",1518,901,,,867,26,8,,,,,,1.04185953610067,0.220871226553139,,,,
"1802",2013,"STEELVILLE R-III",959,105,,,45,60,,,,,,,1.02343670044008,,,,,
"1803",2013,"EVERTON R-III",168,7,,,7,,,,,,,,1.02438024994878,,,,,
"1804",2013,"GREENFIELD R-IV",430,253,,,189,54,10,,,,,,1.03767751544987,3.40738721548317,,,,
"1805",2013,"DALLAS CO. R-I",1711,462,,,399,63,,,,,,,1.04909777591272,,,,,
"1806",2013,"PATTONSBURG R-II",179,7,,,7,,,,,,,,1.03466114847387,,,,,
"1807",2013,"MAYSVILLE R-I",565,42,,,42,,,,,,,,1.02543068088597,,,,,
"1808",2013,"UNION STAR R-II",137,12,,,12,,,,,,,,1.03788271925272,,,,,
"1809",2013,"STEWARTSVILLE C-2",211,26,,,26,,,,,,,,1.03434009102193,,,,,
"1810",2013,"SALEM R-80",1362,767,,,661,63,6,,28,,9,,1.02036257541205,0.558763270627677,,1.18525542254356,,0.694321223856877
"1811",2013,"OAK HILL R-I",116,27,,,16,11,,,,,,,1.00867460157353,,,,,
"1812",2013,"NORTH WOOD R-IV",199,42,,,42,,,,,,,,1.03648424543947,,,,,
"1813",2013,"SKYLINE R-II",78,17,,,17,,,,,,,,1.05407399599452,,,,,
"1814",2013,"AVA R-I",1317,323,,,317,6,,,,,,,1.02406554019457,,,,,
"1815",2013,"MALDEN R-I",1025,660,293,6,338,8,8,,7,,,1.59013795377432,0.791428780559215,0.460882590160157,,0.453250453250453,,
"1816",2013,"CAMPBELL R-II",618,160,,,154,6,,,,,,,1.01142914938809,,,,,
"1817",2013,"HOLCOMB R-III",562,46,,,46,,,,,,,,1.17577895355673,,,,,
"1818",2013,"SENATH-HORNERSVILLE C-8",824,58,,,51,,7,,,,,,1.45774261410409,0.323912118015067,,,,
"1819",2013,"KENNETT 39",2048,499,220,34,210,35,,,,,,1.695031755152,0.791778687192156,,,,,
"1820",2013,"FRANKLIN CO. R-II",139,24,,,24,,,,,,,,1.01461038961039,,,,,
"1821",2013,"MERAMEC VALLEY R-III",3162,1307,47,6,1079,175,,,,,,1.83488144242454,1.04503770844398,,,,,
"1822",2013,"UNION R-XI",3103,1565,7,,1322,230,6,,,,,0.283091357625268,1.03679382199145,0.242649735107372,,,,
"1823",2013,"LONEDELL R-XIV",308,70,,,70,,,,,,,,1.02669404517454,,,,,
"1824",2013,"ST. CLAIR R-XIII",2169,1019,8,,845,166,,,,,,0.568901025444098,1.03456638774648,,,,,
"1825",2013,"SULLIVAN",2144,565,,,489,69,7,,,,,,1.04002803229678,0.482077063462002,,,,
"1826",2013,"NEW HAVEN",491,37,,,37,,,,,,,,1.06281220108407,,,,,
"1827",2013,"WASHINGTON",4105,569,,,506,63,,,,,,,1.05064089094348,,,,,
"1828",2013,"GASCONADE CO. R-II",1867,550,,,518,24,8,,,,,,1.02898041709778,0.695954762940409,,,,
"1829",2013,"GASCONADE CO. R-I",926,105,,,105,,,,,,,,1.04275286757039,,,,,
"1830",2013,"WILLARD R-II",4236,825,6,,744,60,15,,,,,0.270361608651571,1.06565932700432,0.516528925619835,,,,
"1831",2013,"REPUBLIC R-III",4591,860,14,,661,171,14,,,,,0.830564784053156,1.04996946002292,0.51516043567854,,,,
"1832",2013,"ASH GROVE R-IV",744,20,,,20,,,,,,,,1.03906899418121,,,,,
"1833",2013,"WALNUT GROVE R-V",266,12,,,12,,,,,,,,1.05977108944468,,,,,
"1834",2013,"STRAFFORD R-VI",1173,174,,,160,14,,,,,,,1.0353038616834,,,,,
"1835",2013,"LOGAN-ROGERSVILLE R-VIII",2179,252,7,,207,31,7,,,,,4.62962962962963,1.00238213165405,0.974658869395711,,,,
"1836",2013,"SPRINGFIELD R-XII",24849,9894,1380,475,5518,2069,295,33,110,,14,2.34652523254634,0.936755901339935,0.680731738159652,0.127303616811484,0.489773092578691,,0.282999797857287
"1837",2013,"FAIR GROVE R-X",1081,331,,,325,,6,,,,,,1.01088552638987,2.1839624358461,,,,
"1838",2013,"GRUNDY CO. R-V",171,10,,,10,,,,,,,,1.04264414555312,,,,,
"1839",2013,"TRENTON R-IX",1218,479,,,467,12,,,,,,,1.04373238701597,,,,,
"1840",2013,"SOUTH HARRISON CO. R-II",847,137,,,119,18,,,,,,,1.04569695702186,,,,,
"1841",2013,"NORTH HARRISON R-III",218,7,,,7,,,,,,,,1,,,,,
"1842",2013,"HENRY CO. R-I",696,97,,,90,7,,,,,,,1.02207686017989,,,,,
"1843",2013,"CALHOUN R-VIII",162,312,8,,270,19,9,,,,6,,0.980815386787433,,,,,
"1844",2013,"CLINTON",1726,560,,,491,69,,,,,,,1.06940434178163,,,,,
"1845",2013,"HICKORY CO. R-I",693,89,,,76,13,,,,,,,1.05797714769361,,,,,
"1846",2013,"WHEATLAND R-II",264,81,,,81,,,,,,,,1.01543460601137,,,,,
"1847",2013,"WEAUBLEAU R-III",326,82,,,82,,,,,,,,1.05163529288043,,,,,
"1848",2013,"HERMITAGE R-IV",266,39,,,39,,,,,,,,1.01522842639594,,,,,
"1849",2013,"MOUND CITY R-II",252,6,,,6,,,,,,,,1.020199959192,,,,,
"1850",2013,"NEW FRANKLIN R-I",451,14,,,8,6,,,,,,,1.05374077976818,,,,,
"1851",2013,"FAYETTE R-III",621,85,,,85,,,,,,,,1.19189511323004,,,,,
"1852",2013,"HOWELL VALLEY R-I",188,6,,,6,,,,,,,,1.00532823967025,,,,,
"1853",2013,"MOUNTAIN VIEW-BIRCH TREE R-III",1179,402,,,396,6,,,,,,,1.05263157894737,,,,,
"1854",2013,"WILLOW SPRINGS R-IV",1306,1027,,,851,162,,,,,14,,1.02161373621691,,,,,2.9634647136023
"1855",2013,"RICHARDS R-V",416,68,,,68,,,,,,,,1.02207686017989,,,,,
"1856",2013,"WEST PLAINS R-VII",2561,1075,23,,985,67,,,,,,1.44563167818982,1.02837815380705,,,,,
"1857",2013,"ARCADIA VALLEY R-II",1008,193,,,109,77,,,7,,,,0.984201970943818,,,,,
"1858",2013,"IRON CO. C-4",432,21,,,21,,,,,,,,1.01884870096791,,,,,
"1859",2013,"FORT OSAGE R-I",4868,1327,104,13,843,252,89,,8,18,,1.35435947478634,1.02441906317578,0.963628961706035,,0.333073813320454,0.565184626978146,
"1860",2013,"BLUE SPRINGS R-IV",14020,3747,848,184,1997,418,148,20,132,,,2.41385044933405,0.854115574463281,0.640166374050077,0.228102710088299,0.903286731949662,,
"1861",2013,"GRAIN VALLEY R-V",3765,174,,,155,13,6,,,,,,1.08023857840603,0.705168887948664,,,,
"1862",2013,"OAK GROVE R-VI",1984,494,,,438,56,,,,,,,1.06894708711919,,,,,
"1863",2013,"LEE'S SUMMIT R-VII",17559,1973,570,140,890,258,69,,46,,,3.05482244597482,0.755263555401871,0.656137404681778,,0.685727915088995,,
"1864",2013,"HICKMAN MILLS C-1",6348,5360,2585,2421,68,190,90,,6,,,1.20822150566701,0.423345016343087,0.216100962369619,,0.0658472344161545,,
"1865",2013,"RAYTOWN C-2",8535,6725,4286,919,1055,162,264,22,,,17,1.62839826460611,0.494849720401776,0.390223713481195,0.294718510331893,,,0.871683117549032
"1866",2013,"GRANDVIEW C-4",3839,1683,1154,170,291,21,35,,12,,,1.45279858494784,0.753896885753451,0.136279143294794,,0.175618836876443,,
"1867",2013,"INDEPENDENCE 30",13937,7342,817,457,2875,1876,771,,536,10,,1.61265986092138,0.981642723207084,0.707153254143175,,1.19679722771747,0.151336299524804,
"1868",2013,"KANSAS CITY 33",15627,9299,1178,6706,21,348,985,61,,,,1.42708820120076,0.437504809292365,0.387720967493317,0.18796117892949,,,
"1869",2013,"CENTER 58",2327,2870,1974,475,235,8,73,,105,,,1.32111798193159,0.433089460598662,0.288712146080436,,0.698194004840812,,
"1870",2013,"UNIVERSITY ACADEMY",999,504,285,219,,,,,,,,1.05496360375567,,,,,,
"1871",2013,"ALTA VISTA CHARTER SCH.",429,265,,,,,265,,,,,,,1.10852455381887,,,,
"1872",2013,"HOGAN PREPARATORY ACADEMY",699,457,341,116,,,,,,,,1.00725221595488,,,,,,
"1873",2013,"BROOKSIDE CHARTER SCH.",440,49,7,42,,,,,,,,1.15794349235757,,,,,,
"1874",2013,"FRONTIER SCHOOL OF INNOVATION",901,624,95,86,11,,398,,34,,,1.06250587019818,0.196086820113516,1.14018683021186,,1.19752042828966,,
"1875",2013,"CARL JUNCTION R-I",3259,1015,,,935,61,19,,,,,,1.091039346428,0.48747947454844,,,,
"1876",2013,"SARCOXIE R-II",770,284,,,263,7,14,,,,,,1.08292997534128,0.622421397069284,,,,
"1877",2013,"CARTHAGE R-IX",4395,1013,16,,611,20,354,,,,12,0.692748653469805,0.961268935931654,1.15983092679337,,,,1.48075024679171
"1878",2013,"JOPLIN SCHOOLS",7492,1933,68,7,1391,348,79,18,,,22,0.705450783050369,1.0972531633102,0.632648844655078,0.500642491197036,,,0.669486625483095
"1879",2013,"NORTHWEST R-I",6519,814,,,499,315,,,,,,,1.05429625724829,,,,,
"1880",2013,"GRANDVIEW R-II",812,240,,,240,,,,,,,,1.03050288540808,,,,,
"1881",2013,"HILLSBORO R-III",3520,844,,,760,75,,9,,,,,1.02394586306251,,2.88202894837966,,,
"1882",2013,"DUNKLIN R-V",1462,343,7,,329,7,,,,,,0.573263013070397,1.06396419760475,,,,,
"1883",2013,"FESTUS R-VI",2918,929,21,17,630,261,,,,,,1.27031671001344,1.01912209322874,,,,,
"1884",2013,"JEFFERSON CO. R-VII",961,122,8,,114,,,,,,,2.99423609551613,0.997785616132618,,,,,
"1885",2013,"SUNRISE R-IX",284,42,,,42,,,,,,,,1.01430165331169,,,,,
"1886",2013,"WINDSOR C-1",2983,768,,,692,76,,,,,,,1.03896103896104,,,,,
"1887",2013,"FOX C-6",11564,1644,6,,1586,38,7,7,,,,0.289653574325107,1.04610245671751,0.266119221411192,0.397935284353185,,,
"1888",2013,"CRYSTAL CITY 47",603,169,57,,112,,,,,,,4.420420793039,0.729227435619635,,,,,
"1889",2013,"DESOTO 73",2946,1962,47,,1730,185,,,,,,1.24119936830875,1.01029381243312,,,,,
"1890",2013,"KINGSVILLE R-I",271,15,,,15,,,,,,,,1.04635345819818,,,,,
"1891",2013,"HOLDEN R-III",1321,445,6,,411,,8,,20,,,1.11430959234841,0.982339401848519,0.658517512450097,,3.30469266358229,,
"1892",2013,"JOHNSON CO. R-VII",610,67,,,48,19,,,,,,,1.0498687664042,,,,,
"1893",2013,"KNOB NOSTER R-VIII",1519,60,,,53,,7,,,,,,1.13044962033956,1.35344160866203,,,,
"1894",2013,"LEETON R-X",317,10,,,10,,,,,,,,1.06371662589086,,,,,
"1895",2013,"WARRENSBURG R-VI",3303,309,12,,233,45,6,,13,,,0.631462625305865,1.10389739313439,0.454741820331507,,0.78054169593698,,
"1896",2013,"KNOX CO. R-I",478,13,,,6,,,,,7,,,0.478575758542577,,,,,
"1897",2013,"LACLEDE CO. R-I",838,407,,,356,51,,,,,,,1.0527423939362,,,,,
"1898",2013,"LEBANON R-III",4470,1356,,,1141,215,,,,,,,1.08683838713183,,,,,
"1899",2013,"CONCORDIA R-II",465,82,,,75,,7,,,,,,0.962266329659614,3.60193475352475,,,,
"1900",2013,"LAFAYETTE CO. C-1",970,49,,,7,42,,,,,,,1.1213276519399,,,,,
"1901",2013,"ODESSA R-VII",2043,249,,,240,9,,,,,,,1.04025798398003,,,,,
"1902",2013,"SANTA FE R-X",353,8,,,8,,,,,,,,1.15353558657285,,,,,
"1903",2013,"WELLINGTON-NAPOLEON R-IX",394,13,,,13,,,,,,,,1.02333196889071,,,,,
"1904",2013,"LEXINGTON R-V",897,280,20,19,205,36,,,,,,1.54247745609872,1.02527014379307,,,,,
"1905",2013,"MILLER R-II",542,28,,,28,,,,,,,,1.03434009102193,,,,,
"1906",2013,"MARIONVILLE R-IX",700,304,,,304,,,,,,,,1.03702167375298,,,,,
"1907",2013,"MT. VERNON R-V",1433,130,,,118,12,,,,,,,1.11957008508733,,,,,
"1908",2013,"AURORA R-VIII",2018,282,,,210,60,12,,,,,,1.11877402256443,0.412737065852199,,,,
"1909",2013,"VERONA R-VII",387,14,,,14,,,,,,,,1.54178230033919,,,,,
"1910",2013,"CANTON R-V",513,38,,,38,,,,,,,,1.057753331923,,,,,
"1911",2013,"LEWIS CO. C-1",982,105,,,105,,,,,,,,1.08624809906583,,,,,
"1912",2013,"ELSBERRY R-II",779,142,13,,129,,,,,,,2.30023356217708,1.00950183823242,,,,,
"1913",2013,"TROY R-III",6126,871,7,,603,235,,,19,,7,0.299878335075484,1.07474588287681,,,0.612753002489712,,6.18210721540228
"1914",2013,"WINFIELD R-IV",1449,474,12,,403,59,,,,,,1.93255386993912,1.02717203530804,,,,,
"1915",2013,"LINN CO. R-I",231,28,,,28,,,,,,,,1.03124677735382,,,,,
"1916",2013,"BROOKFIELD R-III",1018,83,6,,70,7,,,,,,4.60440488066917,1.00260547214254,,,,,
"1917",2013,"CHILLICOTHE R-II",1835,208,,,187,21,,,,,,,1.07503762631692,,,,,
"1918",2013,"MCDONALD CO. R-I",3640,623,7,,459,91,66,,,,,1.08038029386344,1.22512495160756,0.531022580528367,,,,
"1919",2013,"ATLANTA C-3",208,9,,,9,,,,,,,,1.02965403624382,,,,,
"1920",2013,"BEVIER C-4",208,13,,,13,,,,,,,,1.00969305331179,,,,,
